
-----------------------------------------------------------------------------
Status                        Initial             Final
RMEOLEOOX                     0.000000e+00        0.000000e+00
QMEOLEOOH                     0.000000e+00        0.000000e+00
ZMEOLEOOX                     0.000000e+00        0.000000e+00
RMEOLEOH                      0.000000e+00        0.000000e+00
QMSTEAOOH                     0.000000e+00        0.000000e+00
RMSTEAOOX                     0.000000e+00        0.000000e+00
RMEOLEOHOO                    0.000000e+00        0.000000e+00
ZMSTEAOOH                     0.000000e+00        0.000000e+00
MACRIL                        0.000000e+00        2.563578e-23
MCROT                         0.000000e+00        0.000000e+00
MB                            0.000000e+00        0.000000e+00
ALDEST                        0.000000e+00        0.000000e+00
UME7                          0.000000e+00        0.000000e+00
UME10                         0.000000e+00        0.000000e+00
MD                            0.000000e+00        0.000000e+00
C12H18                        0.000000e+00        0.000000e+00
C12H22                        0.000000e+00        0.000000e+00
ALDINS                        0.000000e+00        0.000000e+00
U2ME12                        0.000000e+00        0.000000e+00
UME16                         0.000000e+00        0.000000e+00
MPA                           0.000000e+00        0.000000e+00
MLIN1                         0.000000e+00        0.000000e+00
MLINO                         0.000000e+00        0.000000e+00
MEOLE                         0.000000e+00        0.000000e+00
MSTEA                         0.000000e+00        0.000000e+00
RMP3                          0.000000e+00        9.636749e-36
RMCROTA                       0.000000e+00        0.000000e+00
RMBX                          0.000000e+00        1.394597e-38
RALDEST                       0.000000e+00        0.000000e+00
RUME7                         0.000000e+00        0.000000e+00
RME7                          0.000000e+00        0.000000e+00
RUME10                        0.000000e+00        0.000000e+00
RMDX                          0.000000e+00        0.000000e+00
RUME16                        0.000000e+00        0.000000e+00
RMPAX                         0.000000e+00        0.000000e+00
RMLIN1X                       0.000000e+00        0.000000e+00
RMLIN1A                       0.000000e+00        0.000000e+00
RMLINA                        0.000000e+00        0.000000e+00
RMLINX                        0.000000e+00        0.000000e+00
RMEOLES                       0.000000e+00        0.000000e+00
RMEOLEA                       0.000000e+00        0.000000e+00
RSTEAX                        0.000000e+00        0.000000e+00
MTBE                          0.000000e+00        0.000000e+00
ETBE                          0.000000e+00        0.000000e+00
DIPE                          0.000000e+00        0.000000e+00
TAME                          0.000000e+00        0.000000e+00
RMTBE                         0.000000e+00        0.000000e+00
RDIPE                         0.000000e+00        0.000000e+00
MTBE-O                        0.000000e+00        2.165716e-25
MTBE-OO                       0.000000e+00        0.000000e+00
MTBE-QOOH                     0.000000e+00        0.000000e+00
MTBE-OOQOOH                   0.000000e+00        0.000000e+00
MTBE-OQOOH                    0.000000e+00        0.000000e+00
NEOC5H10-O                    0.000000e+00        4.977947e-12
NEOC5-OQOOH                   0.000000e+00        0.000000e+00
NEOC5H11-OO                   0.000000e+00        0.000000e+00
NEOC5-QOOH                    0.000000e+00        0.000000e+00
NEOC5-OOQOOH                  0.000000e+00        0.000000e+00
CYC6-OO                       0.000000e+00        5.109424e-23
CYC6-QOOH-2                   0.000000e+00        1.513993e-22
CYC6-QOOH-3                   0.000000e+00        3.982834e-24
CYC6-QOOH-4                   0.000000e+00        2.461099e-25
CYC6H10-O-12                  0.000000e+00        7.422744e-11
CYC6H10-O-13                  0.000000e+00        1.807737e-12
CYC6H10-O-14                  0.000000e+00        3.228196e-12
CYC6H10-ONE                   0.000000e+00        1.369235e-14
C5H9CHO                       0.000000e+00        1.188636e-11
CYC6-OOQOOH-2                 0.000000e+00        2.480245e-26
CYC6-OOQOOH-3                 0.000000e+00        7.366761e-28
CYC6-OOQOOH-4                 0.000000e+00        2.730879e-29
CYC6-OQOOH-2                  0.000000e+00        1.969364e-27
CYC6-OQOOH-3                  0.000000e+00        5.620743e-28
CYC6-OQOOH-4                  0.000000e+00        2.348777e-30
C7DIONE                       0.000000e+00        1.300558e-31
NC7H14O                       0.000000e+00        6.185689e-17
NC7H15-OO                     0.000000e+00        0.000000e+00
NC7-QOOH                      0.000000e+00        0.000000e+00
NC7-OOQOOH                    0.000000e+00        0.000000e+00
C7KETONE                      0.000000e+00        8.568227e-23
NC7-OQOOH                     0.000000e+00        1.511353e-43
NC7H15OOH                     0.000000e+00        0.000000e+00
IC8H16O                       0.000000e+00        7.569083e-21
IC8H17-OO                     0.000000e+00        0.000000e+00
IC8-QOOH                      0.000000e+00        0.000000e+00
IC8T-QOOH                     0.000000e+00        0.000000e+00
IC8-OOQOOH                    0.000000e+00        0.000000e+00
IC8-OQOOH                     0.000000e+00        0.000000e+00
KHDECA                        0.000000e+00        0.000000e+00
NC10-OQOOH                    0.000000e+00        1.913267e-60
NC12-OQOOH                    0.000000e+00        2.004834e-60
NC16-OQOOH                    0.000000e+00        7.659237e-60
IC16-OQOOH                    0.000000e+00        0.000000e+00
IC12-OQOOH                    0.000000e+00        0.000000e+00
RMCYC6-OO                     0.000000e+00        0.000000e+00
MCYC6-QOOH                    0.000000e+00        0.000000e+00
MCYC6T-QOOH                   0.000000e+00        0.000000e+00
MCYC6T-OOQOOH                 0.000000e+00        0.000000e+00
MCYC6-OOQOOH                  0.000000e+00        0.000000e+00
KMCYC6                        0.000000e+00        0.000000e+00
QDECOOH                       0.000000e+00        0.000000e+00
RDECOO                        0.000000e+00        0.000000e+00
ZDECA                         0.000000e+00        0.000000e+00
DECA_ET                       0.000000e+00        0.000000e+00
NC10H21-OO                    0.000000e+00        9.602471e-55
NC10-QOOH                     0.000000e+00        4.075081e-55
NC10-OOQOOH                   0.000000e+00        1.940537e-59
RODECOO                       0.000000e+00        0.000000e+00
NC12-QOOH                     0.000000e+00        3.626491e-55
NC12H25-OO                    0.000000e+00        7.504913e-55
NC12-OOQOOH                   0.000000e+00        1.990210e-59
QODECOOH                      0.000000e+00        0.000000e+00
IC12-QOOH                     0.000000e+00        0.000000e+00
IC12H25-OO                    0.000000e+00        0.000000e+00
IC12-OOQOOH                   0.000000e+00        0.000000e+00
NC16H33-OO                    0.000000e+00        2.166738e-54
IC16H33-OO                    0.000000e+00        0.000000e+00
IC16-QOOH                     0.000000e+00        0.000000e+00
IC16T-QOOH                    0.000000e+00        0.000000e+00
NC16-QOOH                     0.000000e+00        1.029917e-54
NC16-OOQOOH                   0.000000e+00        5.486296e-59
IC16-OOQOOH                   0.000000e+00        0.000000e+00
IC16T-OOQOOH                  0.000000e+00        0.000000e+00
RC6H5C4H8OO                   0.000000e+00        4.071389e-35
QC6H5C4H8                     0.000000e+00        1.370097e-35
QC6H5C4H8OO                   0.000000e+00        9.027093e-40
KETBBZ                        0.000000e+00        2.698399e-40
CH2OHCH2OH                    0.000000e+00        2.148154e-16
GLYCEROL                      0.000000e+00        1.385415e-30
C3H4O3                        0.000000e+00        0.000000e+00
FURFURAL                      0.000000e+00        5.134637e-41
FURAN                         0.000000e+00        6.457042e-21
CH2CCHCHO                     0.000000e+00        2.003388e-23
C4H3O                         0.000000e+00        5.184508e-29
MEFU2                         0.000000e+00        2.614844e-30
DMF-3YL                       0.000000e+00        2.680818e-35
C6H10O5                       0.000000e+00        0.000000e+00
C6H8O4                        0.000000e+00        0.000000e+00
C6H6O3                        0.000000e+00        3.595198e-50
C5H8O4                        0.000000e+00        1.180414e-40
-----------------------------------------------------------------------------
